LBS,OZ,CA-1,CA-2,CA-3,CA-4,CA-5,CA-6,CA-7,CA-8,CA-9,CA-10,CA-11,CA-12,CA-13,CA-14,CA-15,CA-16,CA-17,CA-18,CA-19,CA-20,AU,DE,GB-1,GB-2,GB-3,GB-4,JP,KR,MX,NZ
41.00,656,107.67,107.67,109.77,113.31,113.45,113.65,113.65,113.65,118.57,121.78,124.52,125.87,132.27,133.35,140.40,144.74,153.26,155.03,155.03,155.03,290.34,147.10,151.90,157.95,161.83,162.56,212.05,154.31,161.81,253.37
42.00,672,109.76,109.76,111.91,115.54,115.67,115.87,115.87,115.87,120.85,124.14,126.91,128.28,134.78,135.88,143.19,147.64,156.29,158.09,158.09,158.09,296.83,149.87,155.06,161.11,165.00,165.72,216.45,157.56,165.11,259.03
43.00,688,111.85,111.85,114.06,117.76,117.90,118.10,118.10,118.10,123.13,126.50,129.30,130.69,137.29,138.41,145.99,150.53,159.31,161.15,161.15,161.15,303.31,152.63,158.23,164.28,168.16,168.89,220.86,160.65,166.62,264.69
44.00,704,113.66,113.66,115.87,119.57,119.71,119.91,119.91,119.91,124.93,128.31,131.11,132.50,139.10,140.21,147.80,152.34,161.12,162.96,162.96,162.96,309.80,155.40,161.39,167.44,171.33,172.05,225.26,163.74,169.92,270.34
45.00,720,115.75,115.75,117.98,121.65,121.78,121.98,121.98,121.98,127.14,130.55,133.36,134.83,141.51,142.66,150.44,155.10,164.02,165.90,165.90,165.90,,,,,,,,,,
46.00,736,117.85,117.85,120.09,123.73,123.86,124.06,124.06,124.06,129.35,132.79,135.60,137.15,143.92,145.10,153.08,157.86,166.91,168.85,168.85,168.85,,,,,,,,,,
47.00,752,119.94,119.94,122.19,125.80,125.94,126.14,126.14,126.14,131.56,135.04,137.84,139.48,146.33,147.54,155.73,160.62,169.81,171.79,171.79,171.79,,,,,,,,,,
48.00,768,122.03,122.03,124.30,127.88,128.01,128.21,128.21,128.21,133.77,137.28,140.08,141.81,148.74,149.99,158.37,163.38,172.70,174.74,174.74,174.74,,,,,,,,,,
49.00,784,124.13,124.13,126.41,129.95,130.09,130.29,130.29,130.29,135.98,139.52,142.33,144.13,151.15,152.43,161.01,166.14,175.59,177.68,177.68,177.68,,,,,,,,,,
50.00,800,126.22,126.22,128.52,132.03,132.16,132.36,132.36,132.36,138.19,141.77,144.57,146.46,153.56,154.87,163.66,168.90,178.49,180.63,180.63,180.63,,,,,,,,,,
51.00,816,128.31,128.31,130.63,134.11,134.24,134.44,134.44,134.44,140.40,144.01,146.81,148.78,155.97,157.32,166.30,171.66,181.38,183.57,183.57,183.57,,,,,,,,,,
52.00,832,130.40,130.40,132.74,136.18,136.32,136.52,136.52,136.52,142.61,146.25,149.06,151.11,158.38,159.76,168.95,174.42,184.28,186.51,186.51,186.51,,,,,,,,,,
53.00,848,132.50,132.50,134.85,138.26,138.39,138.59,138.59,138.59,144.82,148.49,151.30,153.44,160.79,162.20,171.59,177.18,187.17,189.46,189.46,189.46,,,,,,,,,,
54.00,864,134.59,134.59,136.96,140.33,140.47,140.67,140.67,140.67,147.03,150.74,153.54,155.76,163.20,164.65,174.23,179.94,190.06,192.40,192.40,192.40,,,,,,,,,,
55.00,880,136.40,136.40,138.77,142.14,142.28,142.48,142.48,142.48,148.84,152.55,155.35,157.57,165.00,166.46,176.04,181.75,191.87,194.21,194.21,194.21,,,,,,,,,,
56.00,896,138.49,138.49,140.88,144.22,144.35,144.55,144.55,144.55,151.05,154.79,157.59,159.90,167.41,168.90,178.69,184.51,194.77,197.16,197.16,197.16,,,,,,,,,,
57.00,912,140.58,140.58,142.99,146.29,146.43,146.63,146.63,146.63,153.26,157.03,159.84,162.23,169.82,171.34,181.33,187.28,197.66,200.10,200.10,200.10,,,,,,,,,,
58.00,928,142.68,142.68,145.10,148.37,148.50,148.70,148.70,148.70,155.47,159.27,162.08,164.55,172.23,173.79,183.97,190.04,200.56,203.04,203.04,203.04,,,,,,,,,,
59.00,944,144.77,144.77,147.21,150.45,150.58,150.78,150.78,150.78,157.68,161.52,164.32,166.88,174.64,176.23,186.62,192.80,203.45,205.99,205.99,205.99,,,,,,,,,,
60.00,960,146.86,146.86,149.32,152.52,152.66,152.86,152.86,152.86,159.89,163.76,166.57,169.21,177.05,178.67,189.26,195.56,206.35,208.93,208.93,208.93,,,,,,,,,,
61.00,976,148.95,148.95,151.43,154.60,154.73,154.93,154.93,154.93,162.10,166.00,168.81,171.53,179.46,181.12,191.91,198.32,209.24,211.88,211.88,211.88,,,,,,,,,,
62.00,992,151.05,151.05,153.53,156.67,156.81,157.01,157.01,157.01,164.31,168.25,171.05,173.86,181.87,183.56,194.55,201.08,212.13,214.82,214.82,214.82,,,,,,,,,,
63.00,1008,153.14,153.14,155.64,158.75,158.88,159.08,159.08,159.08,166.52,170.49,173.30,176.18,184.28,186.00,197.19,203.84,215.03,217.77,217.77,217.77,,,,,,,,,,
64.00,1024,155.23,155.23,157.75,160.83,160.96,161.16,161.16,161.16,168.72,172.73,175.54,178.51,186.69,188.45,199.84,206.60,217.92,220.71,220.71,220.71,,,,,,,,,,
65.00,1040,157.32,157.32,159.86,162.90,163.04,163.24,163.24,163.24,170.93,174.98,177.78,180.84,189.10,190.89,202.48,209.36,220.82,223.66,223.66,223.66,,,,,,,,,,
66.00,1056,159.13,159.13,161.67,164.71,164.84,165.04,165.04,165.04,172.74,176.78,179.59,182.65,190.91,192.70,204.29,211.17,222.63,225.46,225.46,225.46,,,,,,,,,,
